,star,time,review_content
245,5,3년,다양한 주제의 상품들과 한옥이 잘 어우러져 한층 많은 볼거리들이 있어 아주 활기가 넘쳐나네요~ 안와보신 분들은 한번쯤 오셔서 다양한 체험을 즐기시길 바랍니다
246,4,2년,첨 와본 전주!!!그리고 한옥마을 ^^ 기대이상 ... 정비도 잘 되어 있고 음식도 저렴하고 맛있어요... 서울서 그리 멀지 않아요....천천히 다 보려면 1박하심이 좋을듯 합니다.
247,2,1년,한옥마을인지 테마파크인지 잘모를정도로 현란한 간판에 어지럽다..
248,5,2년,"전주에서 스마트워크 교육을 진행합니다. 조금 일찍 도착해서 전주한옥마을을 돌아보고 있는데 평일 월요일인데도 관람객들이 많이 있습니다. 단아한 한복을 입고  거니는 젊은 처자들을 보니 곱고 아름답네요. 한복이 이렇게 예쁜가 하는 감탄사가 연신 나옵니다. 점심을 빨리 먹고 내려와서 약간 피로가 가시지 않았지만, 은은하고 단아한 향기가 느껴지는 한옥에서 맑은 기운을 섭취합니다."
249,5,3년,색다른경험이었어요.존먹! 쉬지않고 먹는게 포인트!아름다운한복도 입고 전통한옥도 너무 구경잘하고!너무너무 재미있었어요ㅜㅜ 강추!하나 팁 드리자면 주말 주차장 들어가기 힘드시므로주위 주차장 이용하시면 시간아낄수있으세요^~^
250,4,4년,쌀쌀했지만 겨울 치고 따땄하구만유그래도 여기저기 둘러보고체험도 해보고안에 들어가면 VR체험관이나여러가지 먹거리도 먹을 수 있는데추워서 대충 둘러보고 나왔네유초저녁이지만 아직 환해서 채광 느낌나는 사진 투척해유참고하셔유 풍년제과PNB(풍년브레드인듯) 시식도 해보시고초코파이 먹고오세유문어꼬치도 유명해유
251,3,1주,넓기는 한데 대부분이 비슷비슷해서 특색있는 곳은 아니고 아이들과 같이 다니긴 참 좋겠어요
252,3,4년,볼거리 라기보다는 솔직히 말해 그곳에서 나오는 풍경과 한옥마을 컨셉으로 한복입고 다니고 북적북적 대는 그런 분위기에 휩쓸리는 경향이 강했고 지붕은 한옥이지만 내부는 콘크리트인 집도 있었고 무엇보다 관광지 분위기를 망치는 사람들이 일방적으로 먹고 버린 쓰레기들과 무분별한 가격 책정으로 답도없이 비싼곳 등이 있는게 상당한 흠. 노을이지고 구름이 높이 뜨고 한다면 그건 그것 나름대로 볼거리였지만 주변 교통이 매우 불편하여 자차를 가지고는 관광 시작 전부터 혈압을 올리고 스타트 하기에 전혀 부족함이 없는 느낌. 비성수기에 갔는대도 사람이 들끓는거 보니 여긴 성수기땐 미어터지지 않을까 하는 생각이 적잖이 많이 듦.
253,5,10달,저녁에 와야 이쁘네ㅣ 보이네요 충분히 먹을거리랑 카페랑 시설은 완비되어있어요
254,5,2달,역시 좋네요한복입은 청춘들도 이뻐보이고요
255,5,4달,전주 한옥마을잘 정돈된 한옥마을입을것 먹을것 마실것 의식주에눈에 담을 것도 많은곳이다날씨가 올들어 가장 추운 날씨지만사람도 많고 특히 한복입고 다니는 젊은이들 보기도 좋다.외국인들에게도 꼭 추천해 주고싶은 여행지다나도 오랫만에 힐링시간더 나이 먹기전에 한번 더 찾고싶고외국인 친구들이 찿아 오면꼭 같이 방문해 볼 생각이다
256,5,3년,"한옥마을 유명하지요. 먹을거리, 볼거리, 할거리들이 많은 곳~ 아이들 데리고 한나절 정도는 다니며 이곳 저곳을 기웃거리며 함께 다니기 좋습니다. 다만 상업성으로 너무 전락해서.. 하는 안타까움이 있긴 하지요."
257,5,2년,"Where it is optimized to consume traditional cultureVisitors can visit various traditional museums and exhibitions located in the Hanok Village. Since many people walk around wearing traditional Korean clothes, it feels like they've been in dramas in the past. Jeonju native food and famous food were also good to enjoy and shop.전통문화를 소비하기에 최적화 된 곳^^한옥 마을 속에 위치한 다양한 전통 박물관과 전시관을 둘러볼 수 있습니다. 많은 사람들이  전통한복을 착용하고 돌아다니기 때문에, 마치  과거 드라마 속으로 들어온 느낌입니다. 전주 토속음식과 이름난 음식들도 맛보고 쇼핑할 수 있어 좋았습니다."
258,4,11달,아기자기하게 한옥집들과 고풍스런 예간판 이조화를 이뤄서 관광객들이 가볼만한 장소
259,3,3년,한옥마을 답게 많이 있어요! 하지만 그렇게 넓은게 아니라서 맘먹고 걸으면 한 두시간정도에 다 걸을 수 있어요. 저는 생각보다 할 게 없어서 한시간만에 다보고 다른 곳 갔어요!저와 다르게 한복입고 천천히 구경하시는 분들도 있었어요~사람많이 갈 때는 복잡하겠지만 저는 사람없을 시간에 가서 딱 좋았어요! 길에는 한복입으라고 홍보하시는 분들이 많이 계신데 안 입으실 분들은 그냥 피해서 지나가세요~야경도 좋습니다~
260,4,4년,다양한 종류의 한옥들이 잠자는 숙소 게스트하우스도 많고 음식점 까페도 볼만하고. 한복도 빌려입고 돌아다니며 육전. 문꼬치. 닭다리밥. 막걸리 등을 먹기에 참 좋다. 100년된 전동성당도 가고 남부시장과 2층 청년몰도 돌아보고 장보고. 벽화마을도 다녀오니 전주가 참 좋다.
261,4,2년,"주객이 전도된 듯한 느낌. .(흠..한옥마을이 안보이고 음식점만 보이는게 뭔가 이상하네요) 하지만 '경기전'과 '전동성당'은 진짜 좋았습니다 참고로 경기전은 7시, 전동성당은 오후6시에 문닫습니다  그리고 음식점중 석갈비 라는곳은 좀 분잡했지만 진짜 맛있어요.."
262,5,3년,부담없이 가볍게 볼거리 먹을거리가 많이 있습니다.그리 넓지 않아 일찍 시작한다면 하루만에 다 볼수도 있습니다.주차가 조금 불편하지만 셔틀버스가 있어 감내할수 있습니다.
263,5,6달,상업화지구가 많아서 전통한옥느낌은 별로없었지만 볼거리가 다양하고 먹을거리도많아서 즐거웠어요
264,5,10달,"떡갈비 맛있어요. 다른곳의 떡갈비와는 달리 진짜 소갈비가 구워져 나옵니다. 냉면, 바지락 비빔밥 모두 맛잇게 먹었어요. 다시마 장아찌와 함께 갈비를 먹어보라고 하셨는데 맛있네요 ㅎㅎ식당 리모델링 후 더 깔끔해지고, 통유리로 정원이 보여서 좋았습니다. 음식을 나르는 로보트 2개가 새로 투입되었네요 ^^;"
265,3,10달,좋긴한데 같은 판매처가 너무 많아 단조로움. 음식들도 같은 메뉴. 너무 짜고 달고. 국악민요 그외 한복체험등은 좋은기억~~
266,4,2년,"한옥들이 잘보존되있으나 음식점, 상점들이 빼곡히 자리하고 있어 아쉬움.걸으며 골목에 사진스팟들을 찾아도 좋지만전동오토바이를 빌려 타고다니면서 구경하고 사진찍고 하는게 좋음.1시간에 2만원 정도. 말잘하면 30분정도는 더 추가해줌~^^"
267,5,2년,진짜 한국에서 아름다운 곳중 한곳낮 밤 모두가 아름다운곳임주차도 괜찮고중간 중간 볼거리 및 화장실 그리고남부시장까지 연결되는 코스
268,5,3년,날씨도좋고  사람도 많고 다들행복해 보여서 좋았습니다. 거닐기도 좋구 체험도좋구 먹거리도좋구  서울에서의 각박하고 예민한 삶에서  전주여행은 정말  힐링이였어요거리  숙소 다 부담없어서  하고싶은거 먹고싶은거 다했어요  왕 추천해요  숙소는 한옥마을 인연 이란곳인데  좋았어요
269,5,2년,전주 한옥마을은 구경할 곳이 많으며 우리나라 정통 한복을 빌려 입고 구경하는 재미도 있어서 커플이랑 함께 다니기 좋은 지역임.또한 커플이 아니더라도 부모와 함께 전주난장이라는 곳을 가면 부모가 살았던 시대(세대)의 모습을 직접 보면서 부모의 이야기를 들으면 옛날 모습이 어떤지 짐작함과 함께 부모와의 관계도 끈끈해질 수 있음.그 외에 전주비빔밥이나 떡갈비도 핵존맛이니 이곳 관광명소로서 강력추천함.커플으로서 가족으로서 말임.
270,5,5달,"전주는 한옥마을을 보기위해 오는 것 같다. 정말 볼 것도 많고 정말 넓었다. 길을 걷기만 해도 뭔가 기분 좋아지는 느낌이였다. 숙소도 많아서 여기서 하루 머무르면서 구경 하는 것도 꽤 괜찮을 것 같았다. 구정 때 방문하여 여기저기 이벤트 공연 같은 것을 하는 곳도 꽤 많았지만, 문을 열지 않은 곳도 있었다."
271,2,4년,"젊은이들의 거리. 여행객들로 인산인해. 외국인들 많음. 홍대 거리에서 볼 수 없는 모습이 있었으니, 한복을 입은 사람들이 거리낌 없이 돌아다닌다!전주의 한옥마을은 도심지에 있어서, 교통이 편리하기도 하고 관광지로서의 가치도 있기 때문에 상권이 형성되어 있습니다. 관광지로도 인기가 많아서 인근 호텔도 장사가 잘 되나 봅니다.한옥마을엔 남부시장, 경기전, 전동성당, 동학 기념관, 영화의 거리 등 많은 시설이 가까이에 있습니다. 곳곳마다 한복 차림에, 맛있는 것들(주로 길거리 음식)을 즐기다보면, 어느새 지갑이 얇아져 있는 것을 확인하게 되죠.음식 값은 저렴하지 않습니다. 맛없는 비빔밥도 만원이 훌쩍 넘습니다. 젠트리피케이션의 영향인지, 지나치게 상업화된 모습이 예전의 한옥마을 분위기를 지워버려서 한옥마을 자체의 가치는 이미 없어져버린듯 합니다."
272,3,4년,"한옥마을의 정취는 온데 간데 없고, 오로시  먹거리로만 채워진 거리 같다는 생각을 갖게 해 준다.유명세 탓에 수많은 관광객들로 북적 거리고,친절은 온데 간데 없이 형식적이고 가벼운 고객응대.온통 한복 대여점들로 고풍스러움을 숨기고그 안에서 이뤄지는 전투적인 사람 끌기의 혈안.관광지가 아닌..시장통이 더 맞는 표현이라 해도 과언이 아닌곳.이젠 한옥마을이 아니라 한옥마을을 빙자한 시장거리라 표현하고 싶다..왜이리 불친절한지..차라리 전주 미가옥 콩나물국밥과, 궁중비빔밥 이전주의 음식맛을 대변해 주는 듯 하다..추천 음식점""두리반""음식맛도 정갈하고,심플 하면서도 밑반찬도 맛깔스러웠어요.비추 음식점*교동시래기*맛도 생각했던 시래기 고유의 맛도 아니거니와손님들이 와도 무관심.불친절.전주 답지 않은 소홀한 밑반찬.잘대 우리가 상상하는 시래기를 생각하심 낭패입니다.ㅠ"
273,5,3년,전주에 가시면 필수 코스로 강추입니다. 작은 전시관들이 많은데 배치 하나 하나에 신경을 많이 쓴것 같았습니다. 그리고 전통 먹거리와 젊은 사람들의 기호에 맞춘 다량한 볼거리와 먹거리가 있어 데이트 장소로도 이주 좋을것 같았습니다.
274,4,10달,시댁 가까운곳이어서 가봤어요추석연휴라 방문객이 너무많고 혼잡하네요날씨도 좋고 카페에 주문해서 밖에 정자에 앉아놀다왔어요 좋아요^^♡
275,4,3년,우선 동선이 짧아서 좋다. 관광지와 숙소 먹거리가 연계되어 있고. 남부시장도 인접해 있어서 편함. 단점은 주차다. 공휴일에 출입통제 시간이 있어서 주차에 대한 부분을 준비할것
276,4,2달,산책하기 좋은데 사람들이 너무 많아서 복잡함
277,3,3년,한옥마을내에 공영주차장이 있습니다아침 10시전에는 밥집만 열며 10시30분이나되어야 카페들이 문열기 시작합니다한옥마을만 벗어난 대로변만 나가도 먹거리 가격이 저렴한데 한옥마을내에는 물가가 비쌉니다원주민들은 그래서 이용안합니다한옥마을 내에서만 파는 먹거리야 기념으로 드시고 다른 먹거리는 시내를 이용하세요잠자리는 한옥마을내 제인당을 이용했는데 수압이 약한거 말고는 만족합니다온돌방은 도시가스보일러입니다
278,5,1년,도시사는 사람들에게는 특별한 경험을 할 수 있는 공간입니다. 아이들에게도 문화적 체험을 많이 할 수 있는 공간이네요
279,5,8달,"한국의 정서를 음식부터,다도 ,의복  무엇하나 빠지지 않고 체험할수 있는곳~  못가보면 후회할 곳"
280,4,3년,한옥들이 이쁘다. 전동성당은 신도 아니면 내부 견학을 막기 때문에 주차장 입구에서 사진 찍는 사람들이 많음. 한복 대여 매장이 많아 편하게 빌릴 수 있음.  해가 진 이후엔 닫는 매장이 많으니 점심에서 초저녁 사이에 가는 것이 좋아보임.
281,5,4년,너무 깨끗하고 예쁜 거리와 친절이 넘치는 곳입니다. 찾아올때마다 더 좋은 느낌입니다.아쉬운건 주차장의 확보...ㅠ 주차하기 넘 힘들어요.쉬는 날이면 사람들이 너무 많이 몰려서 한적한 느낌은 없어지지만..그것도 나름 매력있어요.특이한 한복 대여해서 입고 다니는 사람들 보는 재미도 있구요.대한민국을 대표하는 명소가 되길 바랍니다.
282,5,2년,전주 한옥 마을은 꼭 한번 가볼만 합니다! 대신 주말에는 택시도 이용이 어려우니 걸어다닐 각오하고 가야 합니다! 한옥 게스트 하우스에서 하룻밤 자보기를 추천합니다!
283,4,7달,여기 저기 둘러봐도 한복대여점이 많이 있네요.
284,5,1년,차 없이 다니기 좋은여행지 입니다 지도키고 걸어다니면 거진 15~20분안으로 해결되요  그대신 더운날다니면 ㅡㅡㅋ윽
285,5,8달,전주한옥마을은 세계적으로 어느 곳보다 손색없을정도로 전통적이고 멋스러워요!
286,3,7달,볼거리와 먹거리가 마땅친 않지만 사진찍기에 좋은 골목길이 많이 있습니다
287,5,2년,아기랑 밤 산책 너무 좋았어요~ 분수도 있고 물레방아도 있어서 아이가 엄청 신나했어요. 길거리야 포장 바로 되는것도 좋고 육전도 맛있게 먹었어요.
288,5,2년,한옥마을이 이국적인건 ㅎ나만의 생각일까요? 임실치즈문어꼬치 짱이었어요~꽃보다 오짱은 거의 꽃다발수준!
289,3,3년,"한옥마을내 게스트하우스도 많고, 먹거리도 많고, 한복 입고 거리를 활보하는 이색 체험은 좋았습니다.  다만 음식점 중 일부는 지역색도 없고 맛도 형편없음에도 가격만 높게 책정되어 있어 많은 아쉬움이 남더라구요."
290,5,3년,아이들과 1박2일로 여행다녀왔습니다 일단 음식이 입맛에 맛구요 가끔 손님 많다고 배짱장사 하시는 집 말고는 전체적으로 만족합니다 호불호가 갈리긴 합니다만 저희는 가격대비 만족했어요
291,3,4년,기와지붕의 아름다움을 즐기기에 아주 좋은 장소이지만 주말 등 붐비는 때에는 답이 없다. 길거리를 활보하는 전동킥보드나 전동휠들은 천천히 걸으며 구경하는 관광객들을 위협한다. 먹거리나 즐길거리도 사실상 여느 관광지와 다름없다. 그래도 해질 무렵 마을의 풍경은 여전히 아름답다. 바로 옆에 있는 남부시장은 낮밤으로 먹거리와 볼거리가 풍성하다. 1박 또는 당일치기 코스로 추천한다.
292,5,3년,전주한옥 마을 ~랜드마크정동성당과 경기전골목에  숨어있는 한옥숙박체험들여기서만  즐길수 있는 한복과  경성  부띠끄패션19년대 시간 여행속으로 훅  빨려들어간  경험맛있는 전주식비빕밥과 길거리 푸드..풍성한 먹거리와 골목  투어순교성지  정동성당은  하나님이  계신듯웅장함이 느껴져서 숙연해 진다. 경기전 곳곳에 숨어있는 역사를 배워도 좋은 곳~~전주가 BYC와 문화연필의 탄생지 인건 이번 여행에 처음 알게되었다.박정희대통령 시절에 한옥이 멋있다는 찬사에개발금지구역으로 지정되어 지금에 우리가  이곳을 찾게 되었다니 주민들이 그동안 힘겹게살아온것을  되돌아보면 아이러니가 아닐수 없다.한복을 뽑내고  전주한옥역사관을  다녀간다면더 멋진  전주로 기억 될듯하다.어디서든 역사와 함께 하면 감동과 기억은 오래가는법이기에~~한옥마을은 여러군데 있지만 전주만의 역사는전주한옥에만 있다.
293,4,3년,정말 아름답고 아늑한 장소입니다. 그런데 생각보다 크기 읺고 음식이나 즐길거리의 가격이 생각보다 많이 비쌉니다🤔여긴 그냥 저녁 해 지는 타이밍에 가서 야경 보는 느낌으로 가면 딱 좋을거 같아요👍
294,5,2년,전주공예품전시관에서 저는 5월31일까지 일주일 전시차 있었습니다.전시관과 제일 맛있는 밥집 올려봅니다.
295,2,2년,볼거리가 그닥 없구요 공중화장실이 주차장쪽에 있어서 매우불편했어요.크리스마스날인데도 별 행사도 없네요.어린커플친구들이 한복을 입고 걸어다니는데 귀여웠네요. 끝
296,4,7달,아무리 평일 저녁이라도한옥마을인데ㅠㅠ코로나 정말 어럽네요
297,1,2년,전주식당 (공영주차장옆) 절대 가지 마세요. 가시면 후회할거임 ~원래 비빔밥은 맛이 없을수 없는 음식인데....먹으면서 맛없다는  생각을 몇번이나 했어요. 12000원짜리 전주 비빔밥...도지사 표창도 받았다고 적어놓았지만 ..너무 맛 없어육회비빔밥은....육회가 신선하지 못해서 ....맛도없고 생고기 씹는듯..결국 반남김가시면 후회해요. 돈 아까움. 1년에 천만명이 다녀간다는데 전주 식당에서 호갱됐음.
298,5,1년,"국내에 대체 불가한 문화와 전통이 살아 있는 곳인데 요즘은 너무 한가하고 많은 가게들이 문을 닫아서  안타깝고,  다시 시작 되었을때 소규모 자영업  하시는 분들이 돌아오지 못할까 걱정이 됩니다. 문화가 없는 상업지역이 되면 한옥 마을 가치가 없는거라!!"
299,4,2년,일요일 늦은 오후에 갔는데 그렇게 붐비지도 않고 참 좋았어요~ 입장료도 없고 가족들과 함께 가면 참 좋을 것 같네요...다시 한번 찾고 싶은 곳이네요.
300,4,1년,한국의 전통채취를 느낄수있어 좋았어요. 뜨끈뜨끈 온돌에서의 체험도 옛생각을 하게하네요
301,2,11달,8년전 이곳은 그저 사람들이 옹기종기 모여서 살던 평화롭고 고요한 곳이였고 경기전또한 누구에게든 문이 활짝 열려있고 가끔 전주이씨 문묘제례를 볼수 있었던곳이였다. 하지만 유명세를 타기시작하며 근본도 없는 장사치들이 젠트리피케이션으로 이 마을을 오염시킨게 한번 개념없는 미개한 관광객들이 학교를 무단침입하고 미사하는 성당을 경건하 여기지않음으로 이 마을은 더이상 옛 풍경을 찾아볼수가 없게되었다. 유명해진건 좋지만 참 안타까운일이다
302,4,9달,곳곳에 빈곳이 있고 한옥을 제대로 체험할순 없었지만 그안에 초중고가 있고  간식거리가 많아  골라먹는재미가 있고 티비에나오는 몇몇장소가 다임
303,4,1달,한옥마을은 산책하기 좋은 장소 입니다먹거리도 많고요^^~
304,4,4년,"관광객을 위해 잘꾸며진 거리. 다양한 식당과 카페, 간단한 먹거리 등 전주를 찾는 가람들은 꼭 들리는 명소. 실제 옛한옥은 아니고 한옥테마마을이라고 하는게 정확할꺼다."
305,5,9달,5년전 방문했을때보다 더 볼거많고 잘돼있지만 사람 적을때 잘 골라가세요
306,3,3년,전체적으로 잘 꾸며져있긴 한데...사람이 너무많고사람만 다녀야하는길에서 다른것들이 많이 다니고애들하고 오시는분들은 전망좋은데서 음료한잔씩마시고 전동차량빌려서 여유있게한바퀴도시길...
307,5,3년,전주에서 유일하게가볼만한곳! 비빔밥은 정말로맛있다 맨날 학교급식에서 나오는 그런비빔밥만먹다가 여기서먹고 비빔밥혐오증을 고쳤습니다 그리고 새우만두 가격이좀비싸지만 줄서서살정도로 맛있어요 그리고 전동스쿠터 친구들이랑 하나빌려서 같이타고다니면 재밌어요 ㅎㅎ
308,5,11달,겁나게 이삐고 좋아부러요 코로나 때문인가 더워서인가 사람도없고 좋아부러욤 근디 한복은 넘 더워보이네요
309,4,2년,볼거리 먹거리가 많아졌고 아주 예전 전주보다 정비가 잘 된 것같아요. 더운 날은 시원한 선풍기 들고 다니셔요.
310,5,1년,20년 10월 방문평일이지만 확실히 코로나영향으로 유동이 없었어요 그래서 문닫은 매장도 많았네요.눈에띄게 달라진점은 거리 사주카페가 많이 생겼다는것 정도.. 임대료가 낮아져서 예전의 명성을 찾을 수 있기를 바라봅니다.
311,3,2년,전라북도 옛 고건축 한옥마을 입니다. 아름답고.깨끗한 전통 예술촌으로 남녀노소 다양한 문화체험 답사여행 할 수 있습니다. 박물관.미술관.동물원.예술거리.산책로가 잘 정비되어있어 좋습니다.
312,5,1년,가을날씨와 잘어울리는 곳입니다! 산책하며 사진찍기너무 좋아요^^한복입어보세요!
313,3,8달,아무 준비없이 가서 많이 즐기지는 못하였으나 옛정취를 느끼기에 충분합니다.
314,5,1년,육전을 드세요.이제 전주한옥마을의 잇템은 육전입니다 ㅋㅋㅋㅋ고소하고 맛있었어요.6천원에 양파겉절이도 같이주는데 맥주랑 궁합이 너무좋아요.한옥마을 입구쪽에 타르트집이 있어서 먹어봤는데 따끈따끈 너무맛있더라구요.배만 덜불렀어도 두세개는 더먹었을듯 ㅋㅋㅋㅋㅋ
315,4,6달,가을에 가면 단풍 져서 예쁩니다.길거리 음식도 맛있고한복도 빌려입고 사진 찍으면 잘 나옵니다.
316,4,7달,구경하고 사진찍긴 좋았어요.  대부분 한복대여점과 음식점과 원동기대여점이지만 걸어다니며 구경하는재미도 있었음
317,5,4달,"전주 한옥마을 젛아요..꼭 아이와 갔다면 한복입어보세요.1인 2시간에 머리손질등 15000원 정도 네고도 가능해요.아이들이 너무 좋아하고, 경기전에 방문해 사진도 찍어보세요사진도 찍으시고요^^"
318,5,5달,"거의 매년 놀러오는 곳. 딱히 큰 걸 바라고 오는 건 아니고, 전주와 군산쪽을 좋아해서 찾게된다. 그런데 한옥마을은 점점 똑같은 상품과 캐리커쳐, 먹거리로 채워져서 아쉽다. 좀 더 한산하고 여유있는 때가 좋았는데."
319,3,2년,"4년전 한옥마을 갔을때의 올드한 느낌이 더 좋다.현재는 새로운 가게들도 많이 생겼다. 사주카페까지 생겼다. 한복입으신 분들이 많다. 대부분 관광객들이셨다. 더이상 먹방찍으러 간다는 의미가 아닌거 같다.개인적으로 먹으러 몇번 갔던지라 제일 좋아하는 길거리야, 다우랑만두, 풍년제과 초코파이, 붓세 딱 이렇게만 먹는다. 맛은 역시나 그대로. 다만 풍년제과의 붓세가 좀 외적으로도 변했는데 예전 맛이 안남.(개인적인 입맛기준임) 맥주IPA는 호가든의 진한맛이었다.근처 갈일 있어 들렸으나 주차 난이 더 심해졌다.원래 한옥마을 안쪽 주차장도 항상 만차여서 위쪽 산길 대로변에 차를 댔는데 차가 많아지니 요금소까지 생겼다. 근데 이젠 그쪽마저 자리가 없었다.(제가 간 시간은 11월02일 토요일 오후 네시였습니다.)주차 하시려면 차라리 먼 곳에 하시고 한참 걸어서 가시는걸 추천 드립니다. 그게 마음 편한거 같습니다. 먹방의 명소로 소문났던 전주 한옥마을미 이제 관광지로 변한거 같습니다.앞으론 택배를 이용하여 주문하기로 마음 먹었습니다."
320,4,2년,상업적인 느낌은 있으나 한번쯤 관광하기 좋은곳입니다. 옛스런 한옥들 속에 한복체험까지..사진찍으며 추억만들기 좋았어요.
321,5,11달,다양한 볼거리와  픙성한 먹거리...요즘인 코로나로 너무 많이 힘드릴 듯
322,4,1년,한옥의 특색이 쇼핑? 로 인해 가려지는것  같아 아쉬움.  하지만 관리는 잘 되어있다는게 느껴짐. 둘러보는데 1시간 정도..  사진 찍고하면 2시간 정도는 예상해야  될듯
323,5,4년,외국인 친구들과 한국전통 문화를 체험하고자친구들 모여서 1박2일 일정으로 다녀옴.한옥 호텔(상호: 나비잠)은 커플 룸으로 되어있어서 남자 5명이 자기엔 턱없이 비좁았다커플끼리 가기엔 괜찮을듯 함.이튿날 전통의상 체험을 하였다한국 드라마(사극)가 많이 전파된 탓인지거부감이 전혀없이 즐거워 했고한옥으로 건축된 주변에서 사진도 찍고 즐겁게 시간을 보냄.비빔밥은 비쌌고로드푸드는 괜찮은편인듯전날 전주 야시장에서각자 다른메뉴 사서 한데모여 먹었는데그건 참 이색적이고 맛났던 기억으로 남는다.
324,3,3년,주말에 방문했는데.. 사람들이 넘 많았어요..한옥의 모습을 볼수있어좋지만진짜보단 가짜.. 진짜처럼 꾸며 만든 한옥들이 많았어요.. 여기저기 먹거리가 가득했고즐길거리도 많았어요사람들만 적었어도 좋았을듯..많은사람들속에 진짜보다 꾸며진게 더많은 관광지..생각보다 감흥은없었습니다.
325,4,10달,애들 데리고 돌아다니기 좋았습니다.전체적으로 가격이 좀 비싼 느낌은 있었지만...
326,2,1주,온갖 먹거리와  관광상품이 넘쳐남이 아쉬움경기전과 전동성당 주변의 고즈넉함은 예전의 추억으로 남을뿐
327,4,3년,다양한 먹거리 체험과 공연 문화 체험 등을 할 수 있는 곳. 다만 그늘이나 밴치가 부족하여 음료를 사먹거나 음식점에 들어가지 않는 이상 쉬어갈 곳이 없다는 점이 조금은 아쉬움.
328,5,1년,"한복 입고다니는 사람들 구경도 하고, 공연도 간간히 있어서 재밌었어요.먹을 것들도 많고, 가볼만한 카페들도 있고.전라감영, 객사, 객리단길 맛집까지... 즐겁습니다"
329,4,4년,먹을거리가 많고 한옥과 한복을 입고있으신 관광객들을 볼 수 있어서좋았습니다.아쉬운점은 한옥마을과 상관이 없는먹거리들이 너무 말고체험할거리가 조금 부족한거같습니다~^^
330,5,3년,엄마랑 당일치기 여행 다녀왔어요 날씨도 너무 좋고  평일이라 사람도 만이 없어서  너무너무 좋았어용~맛난것두 많이먹고 먹거리풍년이었어요!!!
331,5,1주,걷기만해도 좋은곳
332,5,6달,한옥이란 편안함 너무 멋있는 여행이였습니다.
333,5,9달,먹거리도 많고 알차게 구성 되어 있습니다!
334,5,3년,먹자여행으로 시작해서 고속도로휴게소를 가쳐 목적지는 전주한옥마을이였다. 먹을거리 풍성~ 눈요기거리 풍성. 어진박물관에서 설명들며 돌아보는건 강추.
335,4,3년,한옥마을..  명절때마다 가는 곳..고향방문이니까..그런데..명절뿐 아니라 평일 주말 사람이 미어터지는 명소가..단지 한복입고 길거리음식 그저 사먹고 일뿐인곳같은데지만..전동성당 경기전 그리고 곳곳에 한복입고 사진찍기 이쁜곳 때문에.. 좀 위안을 삼는다..한복이나 개화기 옷  등 대여할때는 반드시 들어가기전 금액 명확히 물어보고..한복가게가 넘  많아진 덕에자기들끼리 경쟁이 치열2시간 기준에 다양한 한복 만원이면 머리까지 콜.. 사물함 에  기타 장식들도 포함.. 친절하고 잘해준다하지만 여전히.. 덧붙이고 덧붙이는곳도  있다..전동카 역시 시간당  10000~20000까지...먼저 산책 한바퀴하면서 둘러보고 택하는거도 나쁘지않은..일단 간단히 큰도로중심으로 돌면서 좀 먹고..옷대여할곳 정해서 대여한뒤 구석구석 사진찍기좋은곳을 찾아서..  사진찍고..  즐기면 좋을듯
336,3,5달,사람은 참 많네요.한번은 호기심에 오겠지만...두번은 잘 안올것 같아요.젊은 연인들 데이트 하러 오는것 같아요.볼거리 즐길거리가 많진 않아요.
337,5,8달,너무 좋아요 한옥마을안에 숙소도 너무 감성적이고 그 앞에 거리거리 다 모두 마음에 듭니다!! 예뻐요
338,5,8달,전주한옥마을볼거리 많고 사진맛집!!분위기 깡빼!!
339,5,1년,"다양한 먹거리와 체험이 많고 한옥길이 너무 예뻐요.문어꼬치,다우랑,마약육전,삼뚱이 ,pnb제과,예쁜카페등등~ 밧데리실종으로 사진에 담지못해아쉽네요"
340,5,3년,"평일에 가보니 한산하여 더욱 좋았고, 아직 날이 쌀할해 한복은 못입었지만 입은 친구들이 너무 이뻐서  우리도 입으러 다음에 또 오기로 했어요.술박물관에서 간단한 술공부와 술시음이 함께하니 행복 했습니다. 전통주에 대해 공부하고 5종 시음에 1만원 입니다.-전통주박물관-이것저것 간식 먹고다니는 재미도 훌륭 하네요~ㅎㅎ임실 치즈 닭꼬치 및 마약육전은 강추입니다.만두집은 블로그에서 찾아서 기대하고 가서 그런지 평범했구, 닭날개 볶음밥 및 떡갈비는 기대를 안해서 그런지 나쁘진 않았습니다.Pjb가시면 계피과자 시식 해보시길 추천드립니다.개인적으로 초코파이보다 중독성 있어 좋았어요"
341,4,2년,쉴 수 있는 공간과 화장실이 적당히 있어서 좋았어요 한옥관리가 잘되어 있고 거리가 깨끗해서 어느공간에서 사진을 찍어도 멋지게 나옴
342,5,1년,볼거리 먹을거리도 많고 재미있었어요한복체험  한옥체험 다 해보고 가네요 ㅎㅎ
343,4,11달,숙소는 저렴한 곳이 있으나 먹을 거리의 가격대는 다소 부담.
344,4,2년,분위기나 전통적인 모양새나 전국에서 가장 아름다운 한옥마을 같습니다.연인과의 데이트와 맛난 음식도 훌륭합니다.
